,mass,dustmass,logmet,sfr100
209,4208951115.395072,8568015.258563492,-0.7418741572647694,1.674645482079693
249,3700337535.787291,4953704.183725454,-0.7285109401474981,0.6854708165806657
1173,285383441.0095313,128549.4387013509,-1.1175552228953822,0.13729305120875873
1692,81795019.95019722,39653.521981505604,-1.1625477289082782,8.179501995019718e-06
769,1146275940.888753,486219.31722305197,-0.8231981454917369,0.05716090348060219
280,13978838132.43585,18157.98160296063,-0.3544821319587881,0.051046118415394484
1648,48908487.82344939,18151.238536403096,-1.4797484046209863,4.890848782344935e-06
407,779270276.753403,1015708.7251386321,-1.0049737303672566,0.4239506790827683
504,4196038981.985218,4386822.789001557,-0.56635484397716,0.2994095994633625
1036,1545220816.350432,1150714.7246693848,-0.6678112324181146,0.15699080705049864
1223,791223090.0247402,430668.44956946315,-0.8842633971975256,0.13267838278464306
1374,236406555.33253103,213180.0039953986,-0.8759808107347811,0.05321839627587447
574,358998177.5696608,276955.5185704546,-1.1225199521951694,3.5899817756966034e-05
132,20561861108.195866,80894860.24307135,-0.3348487516311033,3.749735076704653
589,1084493698.833873,458252.20517825184,-0.9540167557799794,0.2246222490116165
179,20077502577.859215,8217154.898484154,-0.3145665577250155,0.5711151814386497
866,748103527.0971272,1132642.9072689796,-0.7685087294307753,0.1710010793362835
1474,73437249.84607163,53708.1355289045,-1.547379502899885,7.3437249846071664e-06
1514,918635358.0683796,45552.09423718827,-0.5295285636827325,9.18635358068381e-05
1089,325258349.0607588,113002.10950552733,-1.1845760537936414,0.05635940860148591
645,4735902729.996322,146226.89908702957,-0.5930117318042409,0.00047359027299963133
1664,622735165.2127895,0.0180492923379965,-0.9279730187785755,6.227351652127893e-05
78,37531626601.34822,136325919.92673975,-0.2737730637941117,6.684847771214906
959,566331955.1625617,212966.8159335901,-0.9175700474439363,0.05561671393199267
789,843898678.7950851,1758995.2436899254,-0.6245795203641282,0.26113380730662755
582,1592998133.941471,1205191.9660016107,-0.7640558235569641,0.26089357132695645
1782,69147445.92316256,35812.13452513038,-1.3314925815442593,6.914744592316255e-06
174,11037285633.873953,31552502.59069603,-0.46954257025498414,2.1944131011157326
1006,188540657.2375145,95302.46351450842,-1.2751817437845445,0.023777764939803242
427,1850858404.6631923,4350323.598177425,-0.7659396981051725,0.6978117488948773
1750,54524383.38526167,20879.734022030854,-1.2224491757527847,5.452438338526164e-06
91,32936993987.117172,37512127.07337183,-0.32689097754581364,1.3656220874174736
1451,78831499.94407122,38542.61819345376,-1.373828109364124,0.07736299729055424
634,1151383689.134758,712523.9369930427,-0.945147462255315,0.33574122397250533
507,1602371680.37223,1945491.7119466474,-0.6368092130712348,0.36908995474946665
218,5764690866.806845,10873114.793387793,-0.5091405343116211,0.7190966684033391
1084,1998786086.5940623,343573.251940069,-0.4853919242620323,0.061093182965887685
337,6046102103.616302,7834460.68578146,-0.6540019936497489,0.7452465819915369
396,2771200525.6248894,2973283.389081952,-0.781071819793752,0.6809529223631997
326,1207371064.2974164,949907.8314787468,-0.9445167268133183,0.4042547934696199
1045,1558996308.89882,457196.9436977698,-0.7516771728793045,0.00015589963088988187
329,3223776892.756337,13051386.883209154,-0.6331143554506806,1.330165428673562
1236,110148838.49009705,41263.19325846853,-1.3289130696744718,0.05432021992622143
1283,136698007.04091728,57877.28859667957,-1.0985207095383078,0.05486744307244588
1416,47610765.464282036,23907.56222591215,-1.3534771928998184,0.026288089455599267
1662,80779369.34783149,29782.812558932055,-1.285735021061916,8.077936934783153e-06
592,267798601.3783511,164785.90023799503,-1.1457877699644325,0.05533314324520233
1450,59043381.36400944,19561.232154928402,-1.4693845367638492,5.904338136400949e-06
531,535421974.3714887,154414.1300229515,-1.0632776946482794,0.054180662849579696
73,38390899881.80014,50268868.908963,-0.33513448193846423,1.9461801069385
1260,102853695.03168003,28558.46562126404,-1.3621686560792279,1.0285369503168023e-05
1828,53662826.3302298,10684.205683395538,-1.5507124037721007,0.024793725757180918
305,4368016563.710304,6820617.9680012185,-0.7237442793206501,1.668234571233976
53,66407963252.29849,60633530.89901683,-0.12906661859156715,1.4085050204781764
227,8214657528.5364895,20099026.28722909,-0.5486160841702685,2.613131936266807
1251,377451607.64590013,554288.6123618991,-0.8418538498715741,0.08776726604610528
834,265585208.09939015,129675.73948573982,-1.0947526818610895,0.08377428893150513
717,1711565568.8993518,1925143.4723082762,-0.6241245151354697,0.20014754074842303
723,390614360.666779,331000.3494089035,-1.1195911793781224,0.08091677532304471
1097,73251711.8569162,41780.97770932088,-1.3268347900953952,7.325171185691625e-06
387,10581621027.727924,2606.8905622311618,-0.5145305557493743,0.0010581621027727945
766,1655612138.2189515,4730820.798808393,-0.5192953321870273,0.3055427507730536
1096,190950183.3699109,92414.29317428159,-1.2786897521371356,1.909501833699107e-05
843,1067693816.0459564,654964.155680656,-0.8219425872368757,0.31224742480304984
335,4714500934.556673,5082040.196816592,-0.6609536193669259,0.31730351761459347
1611,108231187.52930038,40919.948155199585,-0.9465641797601908,1.0823118752930047e-05
1380,70392672.35514295,36878.73514723224,-1.323802077971181,7.039267235514294e-06
1549,81053147.1549492,29612.37385034906,-1.1931870947013277,8.105314715494912e-06
778,1064706354.9292984,1873129.1682905203,-0.6715730852717693,0.12394512269823857
544,2037352096.6292257,5957614.805889206,-0.6017776850315661,0.5241921987559149
625,205928715.7060359,98105.98642482946,-1.1523418920812236,2.0592871570603594e-05
162,27668905821.402023,21657078.345850505,-0.27626032327099187,0.28356680137801704
630,2743021465.314942,4007397.0866385074,-0.5650667644850706,0.18329284304656226
1101,384414304.5759718,138052.00636824302,-1.0792510064976053,0.027429308593828382
133,37596984757.00775,3900.1500117721025,-0.23171333204966776,0.0037596984757007753
282,16114662443.321907,11633.036798558749,-0.3788527578013585,0.00161146624433219
608,3369842929.447151,1789221.7363028538,-0.623640390312464,0.060919211075386
391,4438342665.76125,4941373.865906827,-0.6705621739323341,0.7218173416471144
1765,59642590.71333799,19311.072425002072,-1.2691432941811593,0.028659947878044066
1340,146940930.68315208,53136.094987538636,-1.2741067026818018,0.08148909730220748
315,5127650764.359927,15591775.872254714,-0.4682684079854865,1.0400617274295696
1150,372280607.57436585,383896.77419492375,-0.8415619843555661,0.026670815205522874
452,1166217321.523992,1171028.3368913261,-0.8093591924044538,0.3107126609880412
1312,69393369.22454564,37908.129546943965,-1.2845720910058285,6.93933692245457e-06
1110,607494021.9524945,323049.67041919194,-0.8477936425016793,0.24691730344677565
1767,188259497.32940093,103538.36922616088,-0.8526211723828978,0.028873825183150334
59,32158853509.185165,102820950.80098823,-0.34336528898179475,8.745681295075343
1240,64563482.30986965,34025.56717071356,-1.369305902564947,0.027872606216858466
122,18307641455.54841,57260776.766422674,-0.40433107613538943,3.9555363507108994
1634,68032986.42540431,12872.602162227671,-1.105742438207376,6.803298642540434e-06
1530,241902252.18155634,137799.4567635149,-0.8989490616432796,0.02816635982894845
1245,1572022869.1540847,309.26670048421715,-0.7520842379472612,0.00015720228691540873
767,3015664487.440303,1273693.1481073105,-0.589527863977156,0.03199813947519169
626,2290994140.34007,1094708.3502389607,-0.7729832513487505,0.12258365990398382
30,43994680347.27546,311343328.76743394,-0.32734365608011606,16.76886022457003
1566,100437581.05466084,53259.12511018218,-1.1589637758211264,1.0043758105466089e-05
471,489342907.55235386,500544.7844691547,-0.953105730412883,0.08389632679936547
356,4770543116.833055,4704789.892987533,-0.6050851615619198,0.40813658236652567
1354,51605873.30893202,1256111.223869058,-0.5412290780311968,5.160587330893206e-06
44,82274174813.76665,1061178.959628662,-0.10950703712215538,0.008227417481376658
1642,144525287.39639091,77782.28673433024,-1.0653906454252644,0.02894464425017958
692,1399867989.7828393,2018773.4569670574,-0.6664745082076916,0.1420159987863633
230,20005732420.352554,20627.578968752332,-0.25998605516897394,0.0020005732420352584
839,136306490.75768062,33424.17240612756,-1.3432393414069241,1.363064907576809e-05
742,52912519.63011318,33838.48484722499,-1.3838510130485764,0.02744032950187653
306,5212820819.317986,6324640.469917165,-0.6373001099693941,1.0929355721877099
1330,183371017.02105853,99274.4748011098,-1.0480358962237526,0.027216305988551178
1740,214551808.74053276,68277.39567819462,-0.8245084223994954,0.0581535693660316
466,3731164824.571083,4282887.127808021,-0.5498959620832741,0.180308188061312
1188,69885728.03332798,26170.67291015245,-1.407536345519692,0.05343344230850352
1578,815283267.3230851,2.0332134668709543,-0.734785127953863,8.15283267323086e-05
71,60951577973.83709,360147.0894520939,-0.19325603662001983,0.11047175667858782
11,163376908924.07193,37211.72992680468,-0.13042380394759065,0.01633769089240722
1620,85926462.12063672,33839.563437375065,-1.2166758926196888,0.02697090412715443
940,401403240.38956714,218099.25953496306,-0.9459585886298094,4.0140324038956676e-05
110,5226208837.912588,12194153.858767204,-0.7216570421570202,1.5486518296905216
947,877343612.3138868,258697.1301693449,-0.9707567434238819,0.05759433015033971
160,23865330517.925453,9360631.909073288,-0.2966632121247107,0.7752988597396226
1605,180847401.9472829,36734.03451526025,-1.167142949095507,0.027990320010331637
1710,489664143.75600445,379138.89397019666,-1.0730624651992202,4.8966414375600387e-05
1700,134655072.11495763,34173.62463607578,-1.1624159754579146,1.346550721149579e-05
1616,67281959.51248325,38565.88227104525,-1.1881170462615134,0.027109483743920998
1361,91076629.94852835,52441.109381187234,-1.284733971476281,0.028106779352550074
1160,57349679.884603515,30196.69417472299,-1.468191139137769,0.025458866854049623
80,27792824167.75137,30246471.202416085,-0.43970861841545034,1.3769051264278218
681,1431216139.8693738,2550086.6342711095,-0.5904890094235307,0.2608111887821039
343,9332132507.23116,8656698.629432635,-0.5199746630613712,0.3434185255622787
1669,57293541.59163502,33063.025396093384,-1.2145620664736114,5.729354159163503e-06
60,60725345671.872826,57630717.86121792,-0.0941454334960577,1.0242726376935316
1510,49223633.51558005,9563.166365432537,-1.4976963875806977,4.9223633515580094e-06
248,5874078851.133268,7805821.845460681,-0.6137055070244404,0.7245999963586381
1063,1031683693.0595692,777982.0390558114,-0.6226032878765333,0.08064575126744337
317,3084815192.35048,7148975.251265319,-0.6124171125673372,0.9790338988731219
1239,305589129.25805676,182949.63085020916,-0.9244679826523551,0.02846360130327185
893,886515460.6396303,1130183.9426464112,-0.6404770823128455,0.11644859315265377
